ID,Poor_Credit_Score
70001,0.11581207934821112
70002,0.11581207934821112
70003,0.11581207934821112
70004,0.11581207934821112
70005,0.11581207934821112
70006,0.11581207934821112
70007,0.11581207934821112
70008,0.11581207934821112
70009,0.39061371841155235
70010,0.39061371841155235
70011,0.39061371841155235
70012,0.39061371841155235
70013,0.39061371841155235
70014,0.39061371841155235
70015,0.39061371841155235
70016,0.39061371841155235
70017,0.11581207934821112
70018,0.11581207934821112
70019,0.11581207934821112
70020,0.11581207934821112
70021,0.40630372492836675
70022,0.11581207934821112
70023,0.11581207934821112
70024,0.11581207934821112
70025,0.48906101372469085
70026,0.48906101372469085
70027,0.48906101372469085
70028,0.48906101372469085
70029,0.48906101372469085
70030,0.39061371841155235
70031,0.48906101372469085
70032,0.48906101372469085
70033,0.11581207934821112
70034,0.11581207934821112
70035,0.40630372492836675
70036,0.11581207934821112
70037,0.40630372492836675
70038,0.11581207934821112
70039,0.11581207934821112
70040,0.11581207934821112
70041,0.11581207934821112
70042,0.11581207934821112
70043,0.40630372492836675
70044,0.11581207934821112
70045,0.11581207934821112
70046,0.11581207934821112
70047,0.11581207934821112
70048,0.11581207934821112
70049,0.11581207934821112
70050,0.11581207934821112
70051,0.11581207934821112
70052,0.11581207934821112
70053,0.11581207934821112
70054,0.11581207934821112
70055,0.11581207934821112
70056,0.11581207934821112
70057,0.11581207934821112
70058,0.11581207934821112
70059,0.11581207934821112
70060,0.11581207934821112
70061,0.11581207934821112
70062,0.11581207934821112
70063,0.11581207934821112
70064,0.11581207934821112
70065,0.48906101372469085
70066,0.48906101372469085
70067,0.48906101372469085
70068,0.48906101372469085
70069,0.48906101372469085
70070,0.48906101372469085
70071,0.48906101372469085
70072,0.48906101372469085
70073,0.11581207934821112
70074,0.11581207934821112
70075,0.11581207934821112
70076,0.11581207934821112
70077,0.11581207934821112
70078,0.11581207934821112
70079,0.11581207934821112
70080,0.11581207934821112
70081,0.11581207934821112
70082,0.11581207934821112
70083,0.11581207934821112
70084,0.11581207934821112
70085,0.11581207934821112
70086,0.11581207934821112
70087,0.11581207934821112
70088,0.11581207934821112
70089,0.8112294288480155
70090,0.8112294288480155
70091,0.8112294288480155
70092,0.8112294288480155
70093,0.8112294288480155
70094,0.8112294288480155
70095,0.8112294288480155
70096,0.8112294288480155
70097,0.48906101372469085
70098,0.48906101372469085
70099,0.48906101372469085
70100,0.48906101372469085
70101,0.48906101372469085
70102,0.48906101372469085
70103,0.48906101372469085
70104,0.48906101372469085
70105,0.11581207934821112
70106,0.11581207934821112
70107,0.11581207934821112
70108,0.11581207934821112
70109,0.11581207934821112
70110,0.11581207934821112
70111,0.11581207934821112
70112,0.11581207934821112
70113,0.11581207934821112
70114,0.11581207934821112
70115,0.11581207934821112
70116,0.11581207934821112
70117,0.11581207934821112
70118,0.11581207934821112
70119,0.11581207934821112
70120,0.11581207934821112
70121,0.7349476439790575
70122,0.7349476439790575
70123,0.7349476439790575
70124,0.7349476439790575
70125,0.7349476439790575
70126,0.7349476439790575
70127,0.7349476439790575
70128,0.7349476439790575
70129,0.48906101372469085
70130,0.48906101372469085
70131,0.48906101372469085
70132,0.48906101372469085
70133,0.48906101372469085
70134,0.48906101372469085
70135,0.48906101372469085
70136,0.48906101372469085
70137,0.11581207934821112
70138,0.11581207934821112
70139,0.11581207934821112
70140,0.11581207934821112
70141,0.11581207934821112
70142,0.11581207934821112
70143,0.11581207934821112
70144,0.11581207934821112
70145,0.48906101372469085
70146,0.48906101372469085
70147,0.48906101372469085
70148,0.48906101372469085
70149,0.48906101372469085
70150,0.48906101372469085
70151,0.48906101372469085
70152,0.48906101372469085
70153,0.11581207934821112
70154,0.11581207934821112
70155,0.11581207934821112
70156,0.11581207934821112
70157,0.11581207934821112
70158,0.11581207934821112
70159,0.11581207934821112
70160,0.11581207934821112
70161,0.11581207934821112
70162,0.11581207934821112
70163,0.11581207934821112
70164,0.11581207934821112
70165,0.11581207934821112
70166,0.11581207934821112
70167,0.11581207934821112
70168,0.11581207934821112
70169,0.48906101372469085
70170,0.48906101372469085
70171,0.48906101372469085
70172,0.48906101372469085
70173,0.48906101372469085
70174,0.48906101372469085
70175,0.48906101372469085
70176,0.48906101372469085
70177,0.11581207934821112
70178,0.11581207934821112
70179,0.11581207934821112
70180,0.11581207934821112
70181,0.11581207934821112
70182,0.11581207934821112
70183,0.11581207934821112
70184,0.11581207934821112
70185,0.11581207934821112
70186,0.11581207934821112
70187,0.11581207934821112
70188,0.11581207934821112
70189,0.11581207934821112
70190,0.11581207934821112
70191,0.11581207934821112
70192,0.11581207934821112
70193,0.48906101372469085
70194,0.48906101372469085
70195,0.48906101372469085
70196,0.48906101372469085
70197,0.48906101372469085
70198,0.48906101372469085
70199,0.48906101372469085
70200,0.48906101372469085
70201,0.11581207934821112
70202,0.11581207934821112
70203,0.11581207934821112
70204,0.11581207934821112
70205,0.11581207934821112
70206,0.11581207934821112
70207,0.11581207934821112
70208,0.11581207934821112
70209,0.11581207934821112
70210,0.11581207934821112
70211,0.11581207934821112
70212,0.11581207934821112
70213,0.11581207934821112
70214,0.11581207934821112
70215,0.11581207934821112
70216,0.11581207934821112
70217,0.11581207934821112
70218,0.11581207934821112
70219,0.11581207934821112
70220,0.11581207934821112
70221,0.11581207934821112
70222,0.11581207934821112
70223,0.40630372492836675
70224,0.11581207934821112
70225,0.7349476439790575
70226,0.7349476439790575
70227,0.7349476439790575
70228,0.7349476439790575
70229,0.7349476439790575
70230,0.7349476439790575
70231,0.7349476439790575
70232,0.7349476439790575
70233,0.7349476439790575
70234,0.7349476439790575
70235,0.7349476439790575
70236,0.7349476439790575
70237,0.7349476439790575
70238,0.7349476439790575
70239,0.7349476439790575
70240,0.7349476439790575
70241,0.11581207934821112
70242,0.11581207934821112
70243,0.11581207934821112
70244,0.11581207934821112
70245,0.11581207934821112
70246,0.11581207934821112
70247,0.11581207934821112
70248,0.11581207934821112
70249,0.11581207934821112
70250,0.11581207934821112
70251,0.11581207934821112
70252,0.11581207934821112
70253,0.11581207934821112
70254,0.11581207934821112
70255,0.11581207934821112
70256,0.11581207934821112
70257,0.11581207934821112
70258,0.40630372492836675
70259,0.11581207934821112
70260,0.11581207934821112
70261,0.11581207934821112
70262,0.11581207934821112
70263,0.11581207934821112
70264,0.11581207934821112
70265,0.7349476439790575
70266,0.7349476439790575
70267,0.7349476439790575
70268,0.7349476439790575
70269,0.7349476439790575
70270,0.7349476439790575
70271,0.7349476439790575
70272,0.7349476439790575
70273,0.11581207934821112
70274,0.11581207934821112
70275,0.11581207934821112
70276,0.11581207934821112
70277,0.11581207934821112
70278,0.11581207934821112
70279,0.11581207934821112
70280,0.11581207934821112
70281,0.48906101372469085
70282,0.48906101372469085
70283,0.48906101372469085
70284,0.48906101372469085
70285,0.48906101372469085
70286,0.48906101372469085
70287,0.48906101372469085
70288,0.48906101372469085
70289,0.7349476439790575
70290,0.7349476439790575
70291,0.7349476439790575
70292,0.7349476439790575
70293,0.7349476439790575
70294,0.7349476439790575
70295,0.7349476439790575
70296,0.7349476439790575
70297,0.11581207934821112
70298,0.11581207934821112
70299,0.11581207934821112
70300,0.11581207934821112
70301,0.40630372492836675
70302,0.11581207934821112
70303,0.11581207934821112
70304,0.11581207934821112
70305,0.48906101372469085
70306,0.48906101372469085
70307,0.48906101372469085
70308,0.48906101372469085
70309,0.48906101372469085
70310,0.48906101372469085
70311,0.48906101372469085
70312,0.48906101372469085
70313,0.11581207934821112
70314,0.11581207934821112
70315,0.11581207934821112
70316,0.11581207934821112
70317,0.11581207934821112
70318,0.40630372492836675
70319,0.11581207934821112
70320,0.11581207934821112
70321,0.11581207934821112
70322,0.11581207934821112
70323,0.11581207934821112
70324,0.11581207934821112
70325,0.11581207934821112
70326,0.11581207934821112
70327,0.11581207934821112
70328,0.11581207934821112
70329,0.7349476439790575
70330,0.7349476439790575
70331,0.7349476439790575
70332,0.7349476439790575
70333,0.7349476439790575
70334,0.7349476439790575
70335,0.7349476439790575
70336,0.7349476439790575
70337,0.11581207934821112
70338,0.11581207934821112
70339,0.11581207934821112
70340,0.11581207934821112
70341,0.11581207934821112
70342,0.11581207934821112
70343,0.11581207934821112
70344,0.11581207934821112
70345,0.11581207934821112
70346,0.11581207934821112
70347,0.11581207934821112
70348,0.11581207934821112
70349,0.11581207934821112
70350,0.11581207934821112
70351,0.11581207934821112
70352,0.11581207934821112
70353,0.7349476439790575
70354,0.7349476439790575
70355,0.7349476439790575
70356,0.7349476439790575
70357,0.7349476439790575
70358,0.7349476439790575
70359,0.7349476439790575
70360,0.7349476439790575
70361,0.11581207934821112
70362,0.11581207934821112
70363,0.11581207934821112
70364,0.11581207934821112
70365,0.11581207934821112
70366,0.11581207934821112
70367,0.11581207934821112
70368,0.40630372492836675
70369,0.11581207934821112
70370,0.11581207934821112
70371,0.11581207934821112
70372,0.11581207934821112
70373,0.11581207934821112
70374,0.11581207934821112
70375,0.11581207934821112
70376,0.11581207934821112
70377,0.11581207934821112
70378,0.11581207934821112
70379,0.11581207934821112
70380,0.11581207934821112
70381,0.11581207934821112
70382,0.11581207934821112
70383,0.11581207934821112
70384,0.11581207934821112
70385,0.11581207934821112
70386,0.11581207934821112
70387,0.11581207934821112
70388,0.11581207934821112
70389,0.11581207934821112
70390,0.11581207934821112
70391,0.11581207934821112
70392,0.11581207934821112
70393,0.7349476439790575
70394,0.7349476439790575
70395,0.7349476439790575
70396,0.7349476439790575
70397,0.7349476439790575
70398,0.7349476439790575
70399,0.7349476439790575
70400,0.7349476439790575
70401,0.7349476439790575
70402,0.7349476439790575
70403,0.7349476439790575
70404,0.7349476439790575
70405,0.7349476439790575
70406,0.7349476439790575
70407,0.7349476439790575
70408,0.7349476439790575
70409,0.39061371841155235
70410,0.39061371841155235
70411,0.39061371841155235
70412,0.39061371841155235
70413,0.39061371841155235
70414,0.39061371841155235
70415,0.39061371841155235
70416,0.39061371841155235
70417,0.11581207934821112
70418,0.11581207934821112
70419,0.11581207934821112
70420,0.11581207934821112
70421,0.11581207934821112
70422,0.11581207934821112
70423,0.40630372492836675
70424,0.40630372492836675
70425,0.11581207934821112
70426,0.11581207934821112
70427,0.11581207934821112
70428,0.11581207934821112
70429,0.11581207934821112
70430,0.40630372492836675
70431,0.11581207934821112
70432,0.11581207934821112
70433,0.11581207934821112
70434,0.11581207934821112
70435,0.11581207934821112
70436,0.11581207934821112
70437,0.11581207934821112
70438,0.11581207934821112
70439,0.11581207934821112
70440,0.11581207934821112
70441,0.11581207934821112
70442,0.11581207934821112
70443,0.11581207934821112
70444,0.11581207934821112
70445,0.11581207934821112
70446,0.40630372492836675
70447,0.11581207934821112
70448,0.11581207934821112
70449,0.11581207934821112
70450,0.11581207934821112
70451,0.11581207934821112
70452,0.11581207934821112
70453,0.11581207934821112
70454,0.11581207934821112
70455,0.11581207934821112
70456,0.11581207934821112
70457,0.11581207934821112
70458,0.11581207934821112
70459,0.11581207934821112
70460,0.11581207934821112
70461,0.11581207934821112
70462,0.11581207934821112
70463,0.11581207934821112
70464,0.11581207934821112
70465,0.11581207934821112
70466,0.40630372492836675
70467,0.11581207934821112
70468,0.11581207934821112
70469,0.11581207934821112
70470,0.11581207934821112
70471,0.11581207934821112
70472,0.11581207934821112
70473,0.48906101372469085
70474,0.48906101372469085
70475,0.48906101372469085
70476,0.48906101372469085
70477,0.48906101372469085
70478,0.48906101372469085
70479,0.48906101372469085
70480,0.48906101372469085
70481,0.11581207934821112
70482,0.11581207934821112
70483,0.40630372492836675
70484,0.11581207934821112
70485,0.11581207934821112
70486,0.40630372492836675
70487,0.11581207934821112
70488,0.11581207934821112
70489,0.11581207934821112
70490,0.11581207934821112
70491,0.11581207934821112
